text_id,taxis,n_cases
gig_1112b,paratactic,3
gig_1113,hypotactic,10
gig_1113,paratactic,8
gig_1115a,hypotactic,1
gig_1115a,paratactic,2
gig_1115b,hypotactic,2
gig_1115b,paratactic,1
gig_1115c,hypotactic,3
gig_1115c,paratactic,1
gig_1115d,hypotactic,5
gig_1115d,paratactic,4
gig_1116a,hypotactic,3
gig_1116a,paratactic,3
gig_1116b,hypotactic,8
gig_1116b,paratactic,9
gig_1116c,hypotactic,11
gig_1116c,paratactic,4
gig_1118a,hypotactic,4
gig_1118a,paratactic,1
gig_1118b,hypotactic,3
gig_1118c,hypotactic,3
gig_1118c,paratactic,3
gig_1118d,hypotactic,2
gig_1118e,hypotactic,1
gig_1118e,paratactic,3
gig_1119b,paratactic,1
gig_1119c,hypotactic,4
gig_1119e,hypotactic,3
gig_1119e,paratactic,1
gig_1119f,hypotactic,1
gig_1119g,paratactic,4
gig_111a,hypotactic,3
gig_111a,paratactic,1
gig_111b,hypotactic,6
gig_111b,paratactic,5
gig_1120a,paratactic,4
gig_1121a,hypotactic,1
gig_1121a,paratactic,2
gig_1121b,hypotactic,5
gig_1121b,paratactic,1
gig_1121c,paratactic,3
gig_1121d,hypotactic,2
gig_1121e,hypotactic,2
gig_1121f,hypotactic,4
gig_1122,hypotactic,1
gig_1122,paratactic,2
gig_1123a,hypotactic,4
gig_1123a,paratactic,2
gig_1123b,hypotactic,3
gig_1124a,paratactic,1
gig_1124c,hypotactic,2
gig_1124c,paratactic,1
gig_1124d,hypotactic,1
gig_1124e,paratactic,1
gig_1124f,hypotactic,1
gig_1125a,hypotactic,2
gig_1125c,hypotactic,2
gig_1126a,hypotactic,1
gig_1126a,paratactic,1
gig_1126b,paratactic,2
gig_1126c,paratactic,3
gig_1127b,hypotactic,2
gig_1128b,hypotactic,2
gig_1128c,hypotactic,3
gig_1128d,hypotactic,1
gig_1128e,hypotactic,1
gig_1128e,paratactic,1
gig_1129c,hypotactic,3
gig_1129c,paratactic,1
gig_1129f,hypotactic,3
gig_113,hypotactic,7
gig_113,paratactic,4
gig_1130a,hypotactic,2
gig_1130b,hypotactic,1
gig_1130c,hypotactic,2
gig_1130e,hypotactic,1
gig_1130e,paratactic,1
gig_1131b,hypotactic,1
gig_1131b,paratactic,3
gig_1131c,hypotactic,4
gig_1131c,paratactic,2
gig_1132c,hypotactic,3
gig_1132c,paratactic,2
gig_1132d,paratactic,1
gig_1132e,paratactic,4
gig_1132f,hypotactic,5
gig_1132g,hypotactic,2
gig_1132g,paratactic,3
gig_1133,hypotactic,1
gig_1134d,hypotactic,1
gig_1134d,paratactic,2
gig_1135c,hypotactic,2
gig_1135c,paratactic,6
gig_1135f,paratactic,5
gig_1135g,paratactic,6
gig_1135h,hypotactic,7
gig_1135h,paratactic,6
gig_1135i,hypotactic,3
gig_1135i,paratactic,2
gig_1136a,hypotactic,1
gig_1136a,paratactic,1
gig_1136b,paratactic,1
gig_1137b,hypotactic,1
gig_1137c,hypotactic,1
gig_1137d,hypotactic,2
gig_1137d,paratactic,5
gig_1137e,hypotactic,1
gig_1137e,paratactic,1
gig_1137g,paratactic,1
gig_1138a,hypotactic,3
gig_1138a,paratactic,1
gig_1138b,hypotactic,2
gig_1138d,hypotactic,2
gig_1138e,hypotactic,2
gig_1139a,hypotactic,6
gig_1139a,paratactic,3
gig_1139b,hypotactic,1
gig_1139c,hypotactic,3
gig_1139c,paratactic,4
gig_1139d,hypotactic,2
gig_1139d,paratactic,1
gig_1139e,hypotactic,2
gig_114,hypotactic,10
gig_114,paratactic,9
gig_1140a,hypotactic,2
gig_1140a,paratactic,1
gig_1140b,hypotactic,1
gig_1140c,hypotactic,4
gig_1140c,paratactic,1
gig_115,hypotactic,2
gig_115,paratactic,2
gig_116,paratactic,7
gig_117,hypotactic,7
gig_117,paratactic,7
gig_119,hypotactic,2
gig_119,paratactic,4
gig_11a,hypotactic,2
gig_11b,paratactic,1
gig_11c,paratactic,2
gig_11d,paratactic,2
gig_120,hypotactic,4
gig_120,paratactic,2
gig_121,hypotactic,5
gig_121,paratactic,5
gig_122,hypotactic,9
gig_122,paratactic,7
gig_123,hypotactic,3
gig_123,paratactic,4
gig_125,hypotactic,7
gig_125,paratactic,7
gig_126,hypotactic,6
gig_126,paratactic,7
gig_128,hypotactic,9
gig_128,paratactic,9
gig_129,hypotactic,5
gig_129,paratactic,3
gig_12a,paratactic,3
gig_130,hypotactic,3
gig_130,paratactic,4
gig_131,hypotactic,8
gig_131,paratactic,1
gig_132,hypotactic,6
gig_132,paratactic,5
gig_133,hypotactic,15
gig_133,paratactic,18
gig_134,hypotactic,7
gig_134,paratactic,7
gig_135,hypotactic,5
gig_135,paratactic,5
gig_136,hypotactic,10
gig_136,paratactic,1
gig_137,hypotactic,11
gig_137,paratactic,3
gig_139,hypotactic,19
gig_139,paratactic,7
gig_13c,hypotactic,1
gig_13c,paratactic,1
gig_13d,hypotactic,1
gig_13d,paratactic,2
gig_140,hypotactic,4
gig_140,paratactic,2
gig_141,hypotactic,10
gig_141,paratactic,6
gig_142,hypotactic,5
gig_142,paratactic,1
gig_143,hypotactic,11
gig_143,paratactic,4
gig_144,hypotactic,4
gig_144,paratactic,1
gig_145,hypotactic,5
gig_145,paratactic,9
gig_146,hypotactic,3
gig_146,paratactic,5
gig_147,paratactic,3
gig_148,hypotactic,12
gig_148,paratactic,1
gig_149,hypotactic,4
gig_149,paratactic,8
gig_14a,hypotactic,2
gig_150,hypotactic,11
gig_150,paratactic,7
gig_151,hypotactic,7
gig_151,paratactic,7
gig_152,hypotactic,5
gig_152,paratactic,1
gig_154,hypotactic,6
gig_154,paratactic,5
gig_155,hypotactic,6
gig_155,paratactic,7
gig_156,hypotactic,1
gig_156,paratactic,3
gig_157,hypotactic,10
gig_157,paratactic,9
gig_158,hypotactic,2
gig_158,paratactic,4
gig_159,hypotactic,3
gig_159,paratactic,2
gig_160,hypotactic,8
gig_160,paratactic,7
gig_161,paratactic,1
gig_162,hypotactic,5
gig_162,paratactic,2
gig_163,hypotactic,5
gig_164,hypotactic,4
gig_165,hypotactic,4
gig_165,paratactic,2
gig_166,hypotactic,7
gig_166,paratactic,2
gig_167,hypotactic,8
gig_167,paratactic,10
gig_168,hypotactic,4
gig_168,paratactic,10
gig_169,hypotactic,7
gig_16a,hypotactic,2
gig_16a,paratactic,1
gig_16c,paratactic,6
gig_170,hypotactic,4
gig_170,paratactic,2
gig_171,hypotactic,6
gig_171,paratactic,5
gig_172,hypotactic,12
gig_172,paratactic,3
gig_173,hypotactic,4
gig_173,paratactic,2
gig_174,hypotactic,4
gig_175,hypotactic,5
gig_175,paratactic,1
gig_176,hypotactic,4
gig_176,paratactic,2
gig_177,hypotactic,2
gig_177,paratactic,4
gig_178,hypotactic,14
gig_178,paratactic,4
gig_179,hypotactic,7
gig_179,paratactic,2
gig_17a,hypotactic,5
gig_180,hypotactic,7
gig_180,paratactic,1
gig_181,hypotactic,7
gig_181,paratactic,4
gig_182,hypotactic,4
gig_182,paratactic,3
gig_183,hypotactic,6
gig_183,paratactic,1
gig_184,hypotactic,4
gig_184,paratactic,1
gig_185,hypotactic,9
gig_185,paratactic,1
gig_186,hypotactic,5
gig_186,paratactic,2
gig_187,paratactic,2
gig_188,hypotactic,12
gig_188,paratactic,1
gig_189,hypotactic,5
gig_189,paratactic,7
gig_18a,paratactic,6
gig_18c,paratactic,1
gig_18d,hypotactic,2
gig_190,hypotactic,5
gig_190,paratactic,5
gig_191,hypotactic,3
gig_193,hypotactic,1
gig_193,paratactic,7
gig_194,hypotactic,7
gig_194,paratactic,4
gig_195,hypotactic,3
gig_195,paratactic,4
gig_196,hypotactic,7
gig_196,paratactic,1
gig_198,hypotactic,4
gig_198,paratactic,1
gig_199,hypotactic,2
gig_199,paratactic,2
gig_2,hypotactic,3
gig_200,hypotactic,4
gig_200,paratactic,3
gig_201,hypotactic,2
gig_201,paratactic,1
gig_202,hypotactic,3
gig_202,paratactic,5
gig_203,hypotactic,5
gig_203,paratactic,3
gig_204,hypotactic,1
gig_204,paratactic,3
gig_205,hypotactic,4
gig_205,paratactic,4
gig_206,hypotactic,5
gig_207,hypotactic,5
gig_207,paratactic,1
gig_208,hypotactic,14
gig_208,paratactic,6
gig_209,hypotactic,6
gig_209,paratactic,6
gig_20c,hypotactic,1
gig_20c,paratactic,2
gig_20d,paratactic,4
gig_210,hypotactic,2
gig_211,hypotactic,3
gig_211,paratactic,4
gig_212,hypotactic,6
gig_212,paratactic,6
gig_213,hypotactic,3
gig_213,paratactic,3
gig_214,hypotactic,3
gig_214,paratactic,4
gig_215,hypotactic,5
gig_215,paratactic,3
gig_216,hypotactic,8
gig_216,paratactic,3
gig_217,hypotactic,3
gig_217,paratactic,7
gig_218,hypotactic,2
gig_218,paratactic,5
gig_219,hypotactic,5
gig_219,paratactic,1
gig_21a,paratactic,3
gig_220,hypotactic,7
gig_220,paratactic,6
gig_221,hypotactic,2
gig_221,paratactic,7
gig_222,hypotactic,4
gig_222,paratactic,4
gig_223,hypotactic,4
gig_223,paratactic,8
gig_224,hypotactic,7
gig_224,paratactic,2
gig_225,hypotactic,3
gig_226,hypotactic,9
gig_226,paratactic,5
gig_227,hypotactic,2
gig_227,paratactic,2
gig_228,hypotactic,5
gig_228,paratactic,6
gig_229,hypotactic,2
gig_229,paratactic,2
gig_22a,paratactic,1
gig_230,hypotactic,7
gig_230,paratactic,4
gig_231,hypotactic,2
gig_232,hypotactic,1
gig_232,paratactic,1
gig_233,hypotactic,7
gig_233,paratactic,1
gig_234,hypotactic,4
gig_234,paratactic,1
gig_235,hypotactic,1
gig_236,hypotactic,6
gig_236,paratactic,6
gig_238,hypotactic,8
gig_238,paratactic,5
gig_239,hypotactic,2
gig_239,paratactic,1
gig_23d,hypotactic,1
gig_240,hypotactic,9
gig_240,paratactic,6
gig_241,hypotactic,2
gig_242,hypotactic,7
gig_242,paratactic,1
gig_243,hypotactic,1
gig_243,paratactic,6
gig_244,hypotactic,10
gig_244,paratactic,7
gig_246,hypotactic,7
gig_246,paratactic,4
gig_247,hypotactic,6
gig_248,hypotactic,6
gig_248,paratactic,5
gig_249,hypotactic,4
gig_249,paratactic,3
gig_24a,paratactic,3
gig_250,hypotactic,3
gig_250,paratactic,3
gig_251,hypotactic,8
gig_251,paratactic,1
gig_252,hypotactic,2
gig_252,paratactic,3
gig_253,hypotactic,8
gig_253,paratactic,7
gig_254,hypotactic,5
gig_254,paratactic,7
gig_255,hypotactic,9
gig_255,paratactic,2
gig_256,hypotactic,3
gig_256,paratactic,2
gig_257,hypotactic,3
gig_257,paratactic,2
gig_258,hypotactic,1
gig_258,paratactic,7
gig_259,hypotactic,2
gig_259,paratactic,3
gig_25a,paratactic,5
gig_25c,paratactic,2
gig_25d,hypotactic,2
gig_25d,paratactic,4
gig_260,hypotactic,3
gig_260,paratactic,1
gig_261,paratactic,1
gig_262,hypotactic,1
gig_262,paratactic,1
gig_263,hypotactic,3
gig_264,hypotactic,9
gig_264,paratactic,8
gig_265,hypotactic,4
gig_266,hypotactic,4
gig_266,paratactic,1
gig_267,hypotactic,4
gig_267,paratactic,4
gig_268,hypotactic,1
gig_268,paratactic,1
gig_269,hypotactic,2
gig_269,paratactic,3
gig_26c,hypotactic,1
gig_26c,paratactic,2
gig_26d,hypotactic,1
gig_26d,paratactic,1
gig_271,hypotactic,6
gig_271,paratactic,4
gig_272,hypotactic,4
gig_273,hypotactic,3
gig_273,paratactic,2
gig_274,hypotactic,1
gig_274,paratactic,2
gig_275,hypotactic,2
gig_275,paratactic,4
gig_276,hypotactic,3
gig_276,paratactic,3
gig_277,hypotactic,6
gig_277,paratactic,1
gig_278,hypotactic,5
gig_278,paratactic,5
gig_27c,paratactic,2
gig_27d,paratactic,1
gig_280,hypotactic,7
gig_280,paratactic,9
gig_281,hypotactic,2
gig_281,paratactic,6
gig_282,hypotactic,2
gig_282,paratactic,2
gig_283,hypotactic,2
gig_283,paratactic,6
gig_284,paratactic,1
gig_285,paratactic,7
gig_286,hypotactic,6
gig_286,paratactic,2
gig_287,hypotactic,8
gig_287,paratactic,11
gig_288,hypotactic,2
gig_288,paratactic,1
gig_289,hypotactic,3
gig_28a,hypotactic,1
gig_28d,paratactic,2
gig_290,hypotactic,4
gig_291,hypotactic,3
gig_292,hypotactic,5
gig_292,paratactic,9
gig_293,hypotactic,12
gig_293,paratactic,1
gig_294,hypotactic,5
gig_294,paratactic,9
gig_295,hypotactic,7
gig_295,paratactic,6
gig_297,hypotactic,12
gig_297,paratactic,5
gig_298,hypotactic,4
gig_298,paratactic,1
gig_299,hypotactic,2
gig_299,paratactic,2
gig_29a,hypotactic,1
gig_3,hypotactic,3
gig_3,paratactic,3
gig_300,hypotactic,1
gig_300,paratactic,1
gig_301,hypotactic,2
gig_301,paratactic,2
gig_302,paratactic,3
gig_304,hypotactic,3
gig_304,paratactic,3
gig_305,hypotactic,1
gig_307,hypotactic,5
gig_307,paratactic,5
gig_308,hypotactic,2
gig_308,paratactic,3
gig_309,hypotactic,4
gig_309,paratactic,5
gig_30a,hypotactic,1
gig_30a,paratactic,3
gig_312,hypotactic,4
gig_312,paratactic,5
gig_313,hypotactic,3
gig_313,paratactic,6
gig_314,hypotactic,2
gig_314,paratactic,2
gig_315d,paratactic,1
gig_315f,hypotactic,1
gig_315f,paratactic,2
gig_315j,paratactic,2
gig_316b,paratactic,1
gig_316c,hypotactic,1
gig_316c,paratactic,2
gig_316d,paratactic,2
gig_316e,hypotactic,3
gig_316f,paratactic,1
gig_316j,hypotactic,1
gig_316j,paratactic,12
gig_317a,hypotactic,1
gig_317a,paratactic,1
gig_317c,hypotactic,2
gig_317c,paratactic,2
gig_317d,hypotactic,1
gig_317d,paratactic,1
gig_317e,hypotactic,3
gig_317f,hypotactic,4
gig_317f,paratactic,5
gig_317g,hypotactic,3
gig_317g,paratactic,2
gig_317j,hypotactic,1
gig_317k,hypotactic,5
gig_317k,paratactic,7
gig_318a,hypotactic,2
gig_318b,hypotactic,2
gig_318b,paratactic,4
gig_319b,hypotactic,3
gig_319b,paratactic,1
gig_319c,hypotactic,1
gig_319d,hypotactic,1
gig_319d,paratactic,3
gig_31a,hypotactic,1
gig_31a,paratactic,4
gig_31b,paratactic,2
gig_31c,hypotactic,1
gig_31c,paratactic,1
gig_31d,hypotactic,7
gig_31d,paratactic,2
gig_320a,hypotactic,2
gig_320c,hypotactic,1
gig_320c,paratactic,3
gig_321a,hypotactic,4
gig_321a,paratactic,7
gig_321c,hypotactic,4
gig_321c,paratactic,17
gig_321d,hypotactic,6
gig_321d,paratactic,1
gig_321e,hypotactic,2
gig_321e,paratactic,2
gig_322a,hypotactic,8
gig_322a,paratactic,9
gig_322b,paratactic,1
gig_322c,hypotactic,3
gig_322d,hypotactic,4
gig_322d,paratactic,1
gig_322e,hypotactic,3
gig_322e,paratactic,3
gig_323a,hypotactic,5
gig_323a,paratactic,5
gig_323c,paratactic,1
gig_323d,hypotactic,1
gig_323e,hypotactic,1
gig_323e,paratactic,3
gig_324a,hypotactic,1
gig_324a,paratactic,1
gig_324b,hypotactic,3
gig_324b,paratactic,2
gig_324d,paratactic,3
gig_324e,hypotactic,2
gig_325a,hypotactic,1
gig_325b,hypotactic,1
gig_325b,paratactic,3
gig_325c,paratactic,4
gig_325d,hypotactic,1
gig_325d,paratactic,2
gig_325e,paratactic,1
gig_325f,hypotactic,2
gig_326a,hypotactic,1
gig_326c,hypotactic,1
gig_326d,hypotactic,1
gig_326d,paratactic,3
gig_327a,hypotactic,1
gig_327b,hypotactic,2
gig_327c,hypotactic,1
gig_327c,paratactic,2
gig_327d,hypotactic,3
gig_327d,paratactic,3
gig_328a,paratactic,2
gig_328b,hypotactic,1
gig_328b,paratactic,1
gig_328c,hypotactic,3
gig_328c,paratactic,5
gig_328d,hypotactic,2
gig_328d,paratactic,1
gig_328e,hypotactic,1
gig_328e,paratactic,2
gig_329a,hypotactic,3
gig_329a,paratactic,1
gig_329b,hypotactic,4
gig_329b,paratactic,2
gig_329c,hypotactic,3
gig_329c,paratactic,4
gig_329d,paratactic,1
gig_329e,hypotactic,1
gig_329e,paratactic,7
gig_329f,hypotactic,3
gig_329f,paratactic,1
gig_32a,paratactic,2
gig_32b,paratactic,1
gig_32c,paratactic,1
gig_32d,hypotactic,1
gig_32d,paratactic,2
gig_330a,hypotactic,5
gig_330a,paratactic,4
gig_330b,hypotactic,3
gig_330b,paratactic,4
gig_330c,hypotactic,4
gig_330c,paratactic,3
gig_330d,hypotactic,1
gig_330d,paratactic,3
gig_330e,hypotactic,2
gig_330f,hypotactic,3
gig_330f,paratactic,1
gig_330g,hypotactic,1
gig_330g,paratactic,3
gig_331a,hypotactic,1
gig_331a,paratactic,1
gig_331b,hypotactic,6
gig_331b,paratactic,6
gig_331c,hypotactic,4
gig_331c,paratactic,2
gig_331d,hypotactic,7
gig_331d,paratactic,1
gig_331e,hypotactic,6
gig_331e,paratactic,5
gig_331f,hypotactic,3
gig_332a,hypotactic,1
gig_332b,hypotactic,1
gig_332b,paratactic,1
gig_332c,paratactic,7
gig_332d,hypotactic,7
gig_332d,paratactic,3
gig_332e,hypotactic,3
gig_332e,paratactic,3
gig_332f,hypotactic,3
gig_332f,paratactic,3
gig_332g,hypotactic,4
gig_332g,paratactic,3
gig_333a,hypotactic,4
gig_333a,paratactic,3
gig_333b,hypotactic,2
gig_333c,paratactic,1
gig_333d,hypotactic,3
gig_333d,paratactic,1
gig_333e,hypotactic,8
gig_333f,hypotactic,4
gig_333g,hypotactic,1
gig_333g,paratactic,1
gig_334a,hypotactic,1
gig_334a,paratactic,2
gig_334b,hypotactic,6
gig_334b,paratactic,14
gig_334c,hypotactic,8
gig_334c,paratactic,4
gig_334d,hypotactic,3
gig_334d,paratactic,5
gig_334e,hypotactic,5
gig_334e,paratactic,9
gig_334f,hypotactic,10
gig_334f,paratactic,4
gig_334g,hypotactic,5
gig_334g,paratactic,8
gig_334h,hypotactic,3
gig_334h,paratactic,2
gig_334i,hypotactic,7
gig_334i,paratactic,7
gig_335a,hypotactic,2
gig_335a,paratactic,5
gig_335b,hypotactic,1
gig_335b,paratactic,3
gig_335c,hypotactic,2
gig_335d,hypotactic,4
gig_335d,paratactic,2
gig_335e,hypotactic,4
gig_335e,paratactic,5
gig_335f,hypotactic,2
gig_335f,paratactic,1
gig_335g,hypotactic,4
gig_336b,hypotactic,6
gig_336b,paratactic,6
gig_336d,hypotactic,2
gig_336d,paratactic,4
gig_337a,hypotactic,4
gig_337a,paratactic,2
gig_337e,paratactic,4
gig_338a,hypotactic,1
gig_339a,hypotactic,6
gig_339a,paratactic,6
gig_339b,hypotactic,7
gig_339b,paratactic,5
gig_339c,hypotactic,1
gig_339d,hypotactic,3
gig_339d,paratactic,3
gig_339e,hypotactic,3
gig_339e,paratactic,5
gig_339f,hypotactic,3
gig_339f,paratactic,5
gig_339g,hypotactic,1
gig_339g,paratactic,1
gig_339h,hypotactic,1
gig_339i,hypotactic,4
gig_339i,paratactic,5
gig_33a,paratactic,3
gig_33b,paratactic,1
gig_33c,hypotactic,1
gig_33c,paratactic,1
gig_33d,hypotactic,1
gig_33d,paratactic,3
gig_34a,paratactic,1
gig_35a,paratactic,4
gig_37a,paratactic,3
gig_37b,paratactic,1
gig_37c,hypotactic,1
gig_37c,paratactic,4
gig_37d,hypotactic,1
gig_37d,paratactic,2
gig_38a,paratactic,1
gig_38c,paratactic,1
gig_38d,hypotactic,1
gig_4,paratactic,3
gig_40a,paratactic,1
gig_41a,paratactic,1
gig_42a,hypotactic,1
gig_42b,hypotactic,1
gig_42c,hypotactic,2
gig_42c,paratactic,1
gig_42d,hypotactic,2
gig_42d,paratactic,3
gig_43a,paratactic,2
gig_43d,paratactic,1
gig_440a,hypotactic,5
gig_440a,paratactic,4
gig_440c,hypotactic,7
gig_440c,paratactic,2
gig_440d,hypotactic,9
gig_440d,paratactic,2
gig_440e,paratactic,4
gig_440f,hypotactic,3
gig_440g,hypotactic,2
gig_440g,paratactic,3
gig_440h,paratactic,2
gig_440i,hypotactic,3
gig_440i,paratactic,3
gig_441a,hypotactic,10
gig_441a,paratactic,2
gig_441b,hypotactic,1
gig_441c,hypotactic,3
gig_441c,paratactic,10
gig_441d,hypotactic,1
gig_441e,hypotactic,3
gig_441e,paratactic,2
gig_441f,hypotactic,5
gig_441f,paratactic,1
gig_441g,hypotactic,1
gig_441g,paratactic,2
gig_441h,hypotactic,5
gig_441h,paratactic,3
gig_441i,hypotactic,2
gig_441i,paratactic,6
gig_441j,hypotactic,1
gig_441j,paratactic,2
gig_441k,hypotactic,3
gig_441l,hypotactic,1
gig_442b,hypotactic,3
gig_442b,paratactic,2
gig_442c,hypotactic,2
gig_442d,paratactic,1
gig_442e,hypotactic,2
gig_442f,hypotactic,2
gig_442f,paratactic,1
gig_442g,hypotactic,3
gig_442h,hypotactic,3
gig_442h,paratactic,2
gig_443a,hypotactic,11
gig_443a,paratactic,4
gig_443b,hypotactic,8
gig_443b,paratactic,2
gig_443c,hypotactic,2
gig_443d,hypotactic,11
gig_443d,paratactic,1
gig_443e,hypotactic,1
gig_443f,hypotactic,5
gig_443f,paratactic,2
gig_443g,hypotactic,6
gig_443g,paratactic,2
gig_443h,hypotactic,3
gig_443h,paratactic,1
gig_444a,hypotactic,2
gig_444a,paratactic,5
gig_444b,hypotactic,3
gig_444b,paratactic,3
gig_444c,hypotactic,4
gig_444c,paratactic,3
gig_444d,paratactic,1
gig_444e,hypotactic,2
gig_444e,paratactic,3
gig_444f,hypotactic,4
gig_444f,paratactic,1
gig_444g,hypotactic,1
gig_444g,paratactic,2
gig_444h,hypotactic,3
gig_444h,paratactic,3
gig_444j,hypotactic,4
gig_444j,paratactic,2
gig_444k,hypotactic,3
gig_444l,hypotactic,1
gig_445a,hypotactic,7
gig_445a,paratactic,13
gig_445b,hypotactic,9
gig_445b,paratactic,2
gig_445c,hypotactic,7
gig_445c,paratactic,2
gig_445d,hypotactic,5
gig_445d,paratactic,5
gig_445e,hypotactic,10
gig_445e,paratactic,9
gig_445f,hypotactic,7
gig_445g,hypotactic,5
gig_445g,paratactic,2
gig_445i,hypotactic,7
gig_445i,paratactic,1
gig_446b,hypotactic,2
gig_446c,hypotactic,8
gig_446c,paratactic,7
gig_446d,hypotactic,2
gig_446d,paratactic,6
gig_446e,paratactic,2
gig_446f,hypotactic,1
gig_446f,paratactic,3
gig_446g,hypotactic,2
gig_446h,hypotactic,7
gig_446h,paratactic,1
gig_446i,hypotactic,1
gig_446i,paratactic,2
gig_447a,hypotactic,8
gig_447a,paratactic,4
gig_447c,hypotactic,6
gig_447c,paratactic,3
gig_447e,hypotactic,8
gig_447e,paratactic,5
gig_447f,hypotactic,2
gig_447f,paratactic,1
gig_447g,hypotactic,1
gig_447g,paratactic,3
gig_447h,hypotactic,1
gig_447h,paratactic,1
gig_447i,hypotactic,1
gig_447i,paratactic,3
gig_447j,hypotactic,1
gig_447j,paratactic,3
gig_447k,hypotactic,4
gig_448a,hypotactic,10
gig_448a,paratactic,7
gig_448b,hypotactic,12
gig_448b,paratactic,6
gig_448c,hypotactic,19
gig_448c,paratactic,10
gig_448d,hypotactic,2
gig_448e,hypotactic,8
gig_448e,paratactic,1
gig_448f,hypotactic,8
gig_448f,paratactic,4
gig_448g,hypotactic,4
gig_448g,paratactic,1
gig_448h,hypotactic,4
gig_448h,paratactic,2
gig_448i,hypotactic,3
gig_448i,paratactic,7
gig_448j,hypotactic,5
gig_448j,paratactic,1
gig_448k,hypotactic,6
gig_448k,paratactic,1
gig_448l,hypotactic,3
gig_448l,paratactic,1
gig_449a,hypotactic,4
gig_449a,paratactic,1
gig_449b,hypotactic,2
gig_449d,hypotactic,2
gig_449d,paratactic,3
gig_449e,hypotactic,2
gig_449f,paratactic,1
gig_449g,hypotactic,3
